,ensemble_size,random,covariance,bandwidth,sampling,RMSE
68,5,[3617162208 2484430174],4.0,0.6666666666666666,sample_multivariate_normal,3.5114857001788105
69,5,[3617162208 2484430174],4.0,0.6666666666666666,rejection_sample_batch,0.7018056588688014
70,5,[3617162208 2484430174],4.0,1.0,sample_multivariate_normal,3.511439445504047
71,5,[3617162208 2484430174],4.0,1.0,rejection_sample_batch,0.6908876813170315
72,5,[1375423811 1872367745],0.25,0.3333333333333333,sample_multivariate_normal,0.6176293894553576
73,5,[1375423811 1872367745],0.25,0.3333333333333333,rejection_sample_batch,0.5803781999506499
74,5,[1375423811 1872367745],0.25,0.6666666666666666,sample_multivariate_normal,2.908529255693529
75,5,[1375423811 1872367745],0.25,0.6666666666666666,rejection_sample_batch,0.5732475368655697
76,5,[1375423811 1872367745],0.25,1.0,sample_multivariate_normal,2.9875046846847533
77,5,[1375423811 1872367745],0.25,1.0,rejection_sample_batch,0.5619095571771242
78,5,[1375423811 1872367745],1.0,0.3333333333333333,sample_multivariate_normal,3.2000891159483906
79,5,[1375423811 1872367745],1.0,0.3333333333333333,rejection_sample_batch,0.6422037862388216
80,5,[1375423811 1872367745],1.0,0.6666666666666666,sample_multivariate_normal,2.2382690622733175
81,5,[1375423811 1872367745],1.0,0.6666666666666666,rejection_sample_batch,0.6421105058637506
82,5,[1375423811 1872367745],1.0,1.0,sample_multivariate_normal,1.2089502672697892
83,5,[1375423811 1872367745],1.0,1.0,rejection_sample_batch,0.6443662749083167
84,5,[1375423811 1872367745],4.0,0.3333333333333333,sample_multivariate_normal,3.5114407746743157
85,5,[1375423811 1872367745],4.0,0.3333333333333333,rejection_sample_batch,0.696556178877621
86,5,[1375423811 1872367745],4.0,0.6666666666666666,sample_multivariate_normal,3.511441220749385
87,5,[1375423811 1872367745],4.0,0.6666666666666666,rejection_sample_batch,0.6897506138322076
88,5,[1375423811 1872367745],4.0,1.0,sample_multivariate_normal,3.511465959349732
89,5,[1375423811 1872367745],4.0,1.0,rejection_sample_batch,0.6881899951273577
90,5,[ 577862205 1151855430],0.25,0.3333333333333333,sample_multivariate_normal,0.5850678578283883
91,5,[ 577862205 1151855430],0.25,0.3333333333333333,rejection_sample_batch,0.5730201316954904
92,5,[ 577862205 1151855430],0.25,0.6666666666666666,sample_multivariate_normal,3.4566869813900465
93,5,[ 577862205 1151855430],0.25,0.6666666666666666,rejection_sample_batch,0.5578003296661295
94,5,[ 577862205 1151855430],0.25,1.0,sample_multivariate_normal,3.031136467657717
95,5,[ 577862205 1151855430],0.25,1.0,rejection_sample_batch,0.5470179851741219
96,5,[ 577862205 1151855430],1.0,0.3333333333333333,sample_multivariate_normal,2.393463996519923
97,5,[ 577862205 1151855430],1.0,0.3333333333333333,rejection_sample_batch,0.6504664250636943
98,5,[ 577862205 1151855430],1.0,0.6666666666666666,sample_multivariate_normal,2.9889959026066175
99,5,[ 577862205 1151855430],1.0,0.6666666666666666,rejection_sample_batch,0.6250970716316715
100,5,[ 577862205 1151855430],1.0,1.0,sample_multivariate_normal,3.146956792808833
101,5,[ 577862205 1151855430],1.0,1.0,rejection_sample_batch,0.6478587550551317
102,5,[ 577862205 1151855430],4.0,0.3333333333333333,sample_multivariate_normal,3.5114438851591463
103,5,[ 577862205 1151855430],4.0,0.3333333333333333,rejection_sample_batch,0.6997757414375635
104,5,[ 577862205 1151855430],4.0,0.6666666666666666,sample_multivariate_normal,3.4826710892084964
105,5,[ 577862205 1151855430],4.0,0.6666666666666666,rejection_sample_batch,0.6748585731388593
106,5,[ 577862205 1151855430],4.0,1.0,sample_multivariate_normal,3.4745133340270566
107,5,[ 577862205 1151855430],4.0,1.0,rejection_sample_batch,0.6807643056127191
108,5,[ 346259970 3215264668],0.25,0.3333333333333333,sample_multivariate_normal,2.701138084535754
109,5,[ 346259970 3215264668],0.25,0.3333333333333333,rejection_sample_batch,0.5922997525159647
110,5,[ 346259970 3215264668],0.25,0.6666666666666666,sample_multivariate_normal,3.4019723945036886
111,5,[ 346259970 3215264668],0.25,0.6666666666666666,rejection_sample_batch,0.5629950601753447
112,5,[ 346259970 3215264668],0.25,1.0,sample_multivariate_normal,0.6012772153150016
113,5,[ 346259970 3215264668],0.25,1.0,rejection_sample_batch,0.5661959817434506
114,5,[ 346259970 3215264668],1.0,0.3333333333333333,sample_multivariate_normal,3.398438973643324
115,5,[ 346259970 3215264668],1.0,0.3333333333333333,rejection_sample_batch,0.6469348914964618
116,5,[ 346259970 3215264668],1.0,0.6666666666666666,sample_multivariate_normal,3.5134768812226187
117,5,[ 346259970 3215264668],1.0,0.6666666666666666,rejection_sample_batch,0.6459836901591046
118,5,[ 346259970 3215264668],1.0,1.0,sample_multivariate_normal,3.5113480058035385
119,5,[ 346259970 3215264668],1.0,1.0,rejection_sample_batch,0.6431936121867052
120,5,[ 346259970 3215264668],4.0,0.3333333333333333,sample_multivariate_normal,3.0938238577058863
121,5,[ 346259970 3215264668],4.0,0.3333333333333333,rejection_sample_batch,0.691136600351862
122,5,[ 346259970 3215264668],4.0,0.6666666666666666,sample_multivariate_normal,3.49960565052478
123,5,[ 346259970 3215264668],4.0,0.6666666666666666,rejection_sample_batch,0.6752425667657175
124,5,[ 346259970 3215264668],4.0,1.0,sample_multivariate_normal,3.511388557214562
125,5,[ 346259970 3215264668],4.0,1.0,rejection_sample_batch,0.6877561005398846
126,5,[1948028189  436661307],0.25,0.3333333333333333,sample_multivariate_normal,0.5869278417727597
127,5,[1948028189  436661307],0.25,0.3333333333333333,rejection_sample_batch,0.5692819845568594
128,5,[1948028189  436661307],0.25,0.6666666666666666,sample_multivariate_normal,3.402390813388735
129,5,[1948028189  436661307],0.25,0.6666666666666666,rejection_sample_batch,0.5518973852866568
130,5,[1948028189  436661307],0.25,1.0,sample_multivariate_normal,0.6465283771087662
131,5,[1948028189  436661307],0.25,1.0,rejection_sample_batch,0.5608938636263863
132,5,[1948028189  436661307],1.0,0.3333333333333333,sample_multivariate_normal,2.160801651802992
133,5,[1948028189  436661307],1.0,0.3333333333333333,rejection_sample_batch,0.6472060915327197
134,5,[1948028189  436661307],1.0,0.6666666666666666,sample_multivariate_normal,2.393989316633472
135,5,[1948028189  436661307],1.0,0.6666666666666666,rejection_sample_batch,0.6431423148371976
136,5,[1948028189  436661307],1.0,1.0,sample_multivariate_normal,3.470548242288775
137,5,[1948028189  436661307],1.0,1.0,rejection_sample_batch,0.6287522198548683
138,5,[1948028189  436661307],4.0,0.3333333333333333,sample_multivariate_normal,3.329522907677275
139,5,[1948028189  436661307],4.0,0.3333333333333333,rejection_sample_batch,0.7048722512216682
140,5,[1948028189  436661307],4.0,0.6666666666666666,sample_multivariate_normal,3.5114466741129835
141,5,[1948028189  436661307],4.0,0.6666666666666666,rejection_sample_batch,0.6872678569544651
142,5,[1948028189  436661307],4.0,1.0,sample_multivariate_normal,3.2839865602219556
143,5,[1948028189  436661307],4.0,1.0,rejection_sample_batch,0.6864921030620823
144,5,[1485022155 3454227558],0.25,0.3333333333333333,sample_multivariate_normal,0.5724421943126582
145,5,[1485022155 3454227558],0.25,0.3333333333333333,rejection_sample_batch,0.5847219930489442
146,5,[1485022155 3454227558],0.25,0.6666666666666666,sample_multivariate_normal,2.801638558902042
147,5,[1485022155 3454227558],0.25,0.6666666666666666,rejection_sample_batch,0.5736475033237073
148,5,[1485022155 3454227558],0.25,1.0,sample_multivariate_normal,0.6205562151070486
149,5,[1485022155 3454227558],0.25,1.0,rejection_sample_batch,0.5482535702335767
150,5,[1485022155 3454227558],1.0,0.3333333333333333,sample_multivariate_normal,2.393755170725016
151,5,[1485022155 3454227558],1.0,0.3333333333333333,rejection_sample_batch,0.6688963540023215
152,5,[1485022155 3454227558],1.0,0.6666666666666666,sample_multivariate_normal,3.4862684614760653
153,5,[1485022155 3454227558],1.0,0.6666666666666666,rejection_sample_batch,0.646299196846776
154,5,[1485022155 3454227558],1.0,1.0,sample_multivariate_normal,2.7070165813047096
155,5,[1485022155 3454227558],1.0,1.0,rejection_sample_batch,0.6280216190843794
156,5,[1485022155 3454227558],4.0,0.3333333333333333,sample_multivariate_normal,3.245932302222925
157,5,[1485022155 3454227558],4.0,0.3333333333333333,rejection_sample_batch,0.6864977772258696
158,5,[1485022155 3454227558],4.0,0.6666666666666666,sample_multivariate_normal,3.4667563977514946
159,5,[1485022155 3454227558],4.0,0.6666666666666666,rejection_sample_batch,0.6923304708657737
160,5,[1485022155 3454227558],4.0,1.0,sample_multivariate_normal,3.511591027045704
161,5,[1485022155 3454227558],4.0,1.0,rejection_sample_batch,0.6764879135451396
162,5,[2915494960 1986043160],0.25,0.3333333333333333,sample_multivariate_normal,2.9811002902791013
163,5,[2915494960 1986043160],0.25,0.3333333333333333,rejection_sample_batch,0.5892348774385011
164,5,[2915494960 1986043160],0.25,0.6666666666666666,sample_multivariate_normal,0.6467161202603139
165,5,[2915494960 1986043160],0.25,0.6666666666666666,rejection_sample_batch,0.571783562383197
166,5,[2915494960 1986043160],0.25,1.0,sample_multivariate_normal,3.0309736581369724
167,5,[2915494960 1986043160],0.25,1.0,rejection_sample_batch,0.5781742789504707
168,5,[2915494960 1986043160],1.0,0.3333333333333333,sample_multivariate_normal,3.4925917948303016
169,5,[2915494960 1986043160],1.0,0.3333333333333333,rejection_sample_batch,0.6673602460208563
170,5,[2915494960 1986043160],1.0,0.6666666666666666,sample_multivariate_normal,2.5059658647606784
171,5,[2915494960 1986043160],1.0,0.6666666666666666,rejection_sample_batch,0.6422596675986901
172,5,[2915494960 1986043160],1.0,1.0,sample_multivariate_normal,3.000084775533955
173,5,[2915494960 1986043160],1.0,1.0,rejection_sample_batch,0.6339649941832344
174,5,[2915494960 1986043160],4.0,0.3333333333333333,sample_multivariate_normal,3.3837281229392326
175,5,[2915494960 1986043160],4.0,0.3333333333333333,rejection_sample_batch,0.6823184523811534
176,5,[2915494960 1986043160],4.0,0.6666666666666666,sample_multivariate_normal,3.5119829549211485
177,5,[2915494960 1986043160],4.0,0.6666666666666666,rejection_sample_batch,0.6674340173926328
178,5,[2915494960 1986043160],4.0,1.0,sample_multivariate_normal,3.5114629985115364
179,5,[2915494960 1986043160],4.0,1.0,rejection_sample_batch,0.6994890223178386
180,5,[2583318278 2514572461],0.25,0.3333333333333333,sample_multivariate_normal,0.5875705800914353
181,5,[2583318278 2514572461],0.25,0.3333333333333333,rejection_sample_batch,0.5855108053901066
182,5,[2583318278 2514572461],0.25,0.6666666666666666,sample_multivariate_normal,0.5942456799344794
183,5,[2583318278 2514572461],0.25,0.6666666666666666,rejection_sample_batch,0.563412388523559
184,5,[2583318278 2514572461],0.25,1.0,sample_multivariate_normal,2.043042097094675
185,5,[2583318278 2514572461],0.25,1.0,rejection_sample_batch,0.5410516781590572
186,5,[2583318278 2514572461],1.0,0.3333333333333333,sample_multivariate_normal,2.807525140668392
187,5,[2583318278 2514572461],1.0,0.3333333333333333,rejection_sample_batch,0.6668628885518233
188,5,[2583318278 2514572461],1.0,0.6666666666666666,sample_multivariate_normal,3.4060894865886917
189,5,[2583318278 2514572461],1.0,0.6666666666666666,rejection_sample_batch,0.6540327890243933
190,5,[2583318278 2514572461],1.0,1.0,sample_multivariate_normal,3.5125433548321356
191,5,[2583318278 2514572461],1.0,1.0,rejection_sample_batch,0.6194714804886893
192,5,[2583318278 2514572461],4.0,0.3333333333333333,sample_multivariate_normal,3.4330761848487366
193,5,[2583318278 2514572461],4.0,0.3333333333333333,rejection_sample_batch,0.6961373139420858
194,5,[2583318278 2514572461],4.0,0.6666666666666666,sample_multivariate_normal,3.5114412004432114
195,5,[2583318278 2514572461],4.0,0.6666666666666666,rejection_sample_batch,0.6863434024911805
196,5,[2583318278 2514572461],4.0,1.0,sample_multivariate_normal,3.511438252133083
197,5,[2583318278 2514572461],4.0,1.0,rejection_sample_batch,0.6655144165950271
198,5,[3430367410 2161286404],0.25,0.3333333333333333,sample_multivariate_normal,0.579263774058071
199,5,[3430367410 2161286404],0.25,0.3333333333333333,rejection_sample_batch,0.6019587364509971
200,5,[3430367410 2161286404],0.25,0.6666666666666666,sample_multivariate_normal,1.1382373194196116
201,5,[3430367410 2161286404],0.25,0.6666666666666666,rejection_sample_batch,0.5698472825309673
202,5,[3430367410 2161286404],0.25,1.0,sample_multivariate_normal,1.1679854883643883
203,5,[3430367410 2161286404],0.25,1.0,rejection_sample_batch,0.5385205663651578
204,5,[3430367410 2161286404],1.0,0.3333333333333333,sample_multivariate_normal,2.8894377021387188
205,5,[3430367410 2161286404],1.0,0.3333333333333333,rejection_sample_batch,0.6579868647424639
206,5,[3430367410 2161286404],1.0,0.6666666666666666,sample_multivariate_normal,3.1584438169713316
207,5,[3430367410 2161286404],1.0,0.6666666666666666,rejection_sample_batch,0.6263854222002082
208,5,[3430367410 2161286404],1.0,1.0,sample_multivariate_normal,3.4055751845282676
209,5,[3430367410 2161286404],1.0,1.0,rejection_sample_batch,0.6278591791209037
210,5,[3430367410 2161286404],4.0,0.3333333333333333,sample_multivariate_normal,3.3487850013524154
211,5,[3430367410 2161286404],4.0,0.3333333333333333,rejection_sample_batch,0.6978361054399062
212,5,[3430367410 2161286404],4.0,0.6666666666666666,sample_multivariate_normal,3.511453366279891
213,5,[3430367410 2161286404],4.0,0.6666666666666666,rejection_sample_batch,0.6817983378307391
214,5,[3430367410 2161286404],4.0,1.0,sample_multivariate_normal,3.511432432578523
215,5,[3430367410 2161286404],4.0,1.0,rejection_sample_batch,0.682214642129874
216,5,[2550219660 1196439530],0.25,0.3333333333333333,sample_multivariate_normal,2.362464855970136
217,5,[2550219660 1196439530],0.25,0.3333333333333333,rejection_sample_batch,0.5714113814681487
218,5,[2550219660 1196439530],0.25,0.6666666666666666,sample_multivariate_normal,0.5866878055258794
219,5,[2550219660 1196439530],0.25,0.6666666666666666,rejection_sample_batch,0.5609290069904604
220,5,[2550219660 1196439530],0.25,1.0,sample_multivariate_normal,2.9900520663799184
221,5,[2550219660 1196439530],0.25,1.0,rejection_sample_batch,0.5484858601316772
222,5,[2550219660 1196439530],1.0,0.3333333333333333,sample_multivariate_normal,0.677940794042123
223,5,[2550219660 1196439530],1.0,0.3333333333333333,rejection_sample_batch,0.671456247614168
224,5,[2550219660 1196439530],1.0,0.6666666666666666,sample_multivariate_normal,0.8458360559705072
225,5,[2550219660 1196439530],1.0,0.6666666666666666,rejection_sample_batch,0.6312675038643313
226,5,[2550219660 1196439530],1.0,1.0,sample_multivariate_normal,3.3189942474896195
227,5,[2550219660 1196439530],1.0,1.0,rejection_sample_batch,0.6414681770921157
228,5,[2550219660 1196439530],4.0,0.3333333333333333,sample_multivariate_normal,3.514648776263371
229,5,[2550219660 1196439530],4.0,0.3333333333333333,rejection_sample_batch,0.6896852823406685
230,5,[2550219660 1196439530],4.0,0.6666666666666666,sample_multivariate_normal,3.511437354545725
231,5,[2550219660 1196439530],4.0,0.6666666666666666,rejection_sample_batch,0.6846554017226978
232,5,[2550219660 1196439530],4.0,1.0,sample_multivariate_normal,3.5114342558309026
233,5,[2550219660 1196439530],4.0,1.0,rejection_sample_batch,0.6803014824437246
234,5,[  97598458 3515509872],0.25,0.3333333333333333,sample_multivariate_normal,0.62179522371613
235,5,[  97598458 3515509872],0.25,0.3333333333333333,rejection_sample_batch,0.5844174811968745
236,5,[  97598458 3515509872],0.25,0.6666666666666666,sample_multivariate_normal,0.5999499706253568
237,5,[  97598458 3515509872],0.25,0.6666666666666666,rejection_sample_batch,0.5729523478077778
238,5,[  97598458 3515509872],0.25,1.0,sample_multivariate_normal,3.4687850059609393
239,5,[  97598458 3515509872],0.25,1.0,rejection_sample_batch,0.5559108285116238
240,5,[  97598458 3515509872],1.0,0.3333333333333333,sample_multivariate_normal,1.9309808033643066
241,5,[  97598458 3515509872],1.0,0.3333333333333333,rejection_sample_batch,0.640238698253226
242,5,[  97598458 3515509872],1.0,0.6666666666666666,sample_multivariate_normal,2.9187321304180998
243,5,[  97598458 3515509872],1.0,0.6666666666666666,rejection_sample_batch,0.6579446118530344
244,5,[  97598458 3515509872],1.0,1.0,sample_multivariate_normal,2.081594147250463
245,5,[  97598458 3515509872],1.0,1.0,rejection_sample_batch,0.6255301900458237
246,5,[  97598458 3515509872],4.0,0.3333333333333333,sample_multivariate_normal,3.5114481822637345
247,5,[  97598458 3515509872],4.0,0.3333333333333333,rejection_sample_batch,0.7460200279915519
248,5,[  97598458 3515509872],4.0,0.6666666666666666,sample_multivariate_normal,3.4666054046790302
249,5,[  97598458 3515509872],4.0,0.6666666666666666,rejection_sample_batch,0.6942128346274444
250,5,[  97598458 3515509872],4.0,1.0,sample_multivariate_normal,3.5114218916737543
251,5,[  97598458 3515509872],4.0,1.0,rejection_sample_batch,0.6761550382232825
252,5,[2554610295 2920218298],0.25,0.3333333333333333,sample_multivariate_normal,0.5650261990484479
253,5,[2554610295 2920218298],0.25,0.3333333333333333,rejection_sample_batch,0.5907278069676061
254,5,[2554610295 2920218298],0.25,0.6666666666666666,sample_multivariate_normal,0.6054688006960587
255,5,[2554610295 2920218298],0.25,0.6666666666666666,rejection_sample_batch,0.550429996314992
256,5,[2554610295 2920218298],0.25,1.0,sample_multivariate_normal,2.6297030140497784
257,5,[2554610295 2920218298],0.25,1.0,rejection_sample_batch,0.5493099346042434
258,5,[2554610295 2920218298],1.0,0.3333333333333333,sample_multivariate_normal,3.1587534204989347
259,5,[2554610295 2920218298],1.0,0.3333333333333333,rejection_sample_batch,0.6540263656604699
260,5,[2554610295 2920218298],1.0,0.6666666666666666,sample_multivariate_normal,3.4244164216836426
261,5,[2554610295 2920218298],1.0,0.6666666666666666,rejection_sample_batch,0.6272155603351505
262,5,[2554610295 2920218298],1.0,1.0,sample_multivariate_normal,3.4312382537353603
263,5,[2554610295 2920218298],1.0,1.0,rejection_sample_batch,0.6453995785861139
264,5,[2554610295 2920218298],4.0,0.3333333333333333,sample_multivariate_normal,3.5114413280250303
265,5,[2554610295 2920218298],4.0,0.3333333333333333,rejection_sample_batch,0.7219171376083562
266,5,[2554610295 2920218298],4.0,0.6666666666666666,sample_multivariate_normal,3.5114394820158177
267,5,[2554610295 2920218298],4.0,0.6666666666666666,rejection_sample_batch,0.6929999094626527
268,5,[2554610295 2920218298],4.0,1.0,sample_multivariate_normal,3.511446379543868
269,5,[2554610295 2920218298],4.0,1.0,rejection_sample_batch,0.6893749900721117
270,5,[3935040104 2865671189],0.25,0.3333333333333333,sample_multivariate_normal,0.6098195551863859
271,5,[3935040104 2865671189],0.25,0.3333333333333333,rejection_sample_batch,0.5975973936941192
272,5,[3935040104 2865671189],0.25,0.6666666666666666,sample_multivariate_normal,1.915002161215365
273,5,[3935040104 2865671189],0.25,0.6666666666666666,rejection_sample_batch,0.5477499301067331
274,5,[3935040104 2865671189],0.25,1.0,sample_multivariate_normal,0.646064027769406
275,5,[3935040104 2865671189],0.25,1.0,rejection_sample_batch,0.5575764713886067
276,5,[3935040104 2865671189],1.0,0.3333333333333333,sample_multivariate_normal,1.1870832419988413
277,5,[3935040104 2865671189],1.0,0.3333333333333333,rejection_sample_batch,0.6572527771168577
278,5,[3935040104 2865671189],1.0,0.6666666666666666,sample_multivariate_normal,3.3491889440922824
279,5,[3935040104 2865671189],1.0,0.6666666666666666,rejection_sample_batch,0.6442331777615038
280,5,[3935040104 2865671189],1.0,1.0,sample_multivariate_normal,1.972642050364025
281,5,[3935040104 2865671189],1.0,1.0,rejection_sample_batch,0.654061390725482
282,5,[3935040104 2865671189],4.0,0.3333333333333333,sample_multivariate_normal,3.216918579812557
283,5,[3935040104 2865671189],4.0,0.3333333333333333,rejection_sample_batch,0.7120366615188501
284,5,[3935040104 2865671189],4.0,0.6666666666666666,sample_multivariate_normal,3.5114359275244107
285,5,[3935040104 2865671189],4.0,0.6666666666666666,rejection_sample_batch,0.6860794794735999
286,5,[3935040104 2865671189],4.0,1.0,sample_multivariate_normal,3.5114329002658806
287,5,[3935040104 2865671189],4.0,1.0,rejection_sample_batch,0.682617649505306
288,5,[3931344635  593783864],0.25,0.3333333333333333,sample_multivariate_normal,2.234054761568537
289,5,[3931344635  593783864],0.25,0.3333333333333333,rejection_sample_batch,0.5779776365137101
290,5,[3931344635  593783864],0.25,0.6666666666666666,sample_multivariate_normal,0.6435668058216892
291,5,[3931344635  593783864],0.25,0.6666666666666666,rejection_sample_batch,0.5591720392500277
292,5,[3931344635  593783864],0.25,1.0,sample_multivariate_normal,0.6647042929180116
293,5,[3931344635  593783864],0.25,1.0,rejection_sample_batch,0.5730444280807026
294,5,[3931344635  593783864],1.0,0.3333333333333333,sample_multivariate_normal,0.7003280237943076
295,5,[3931344635  593783864],1.0,0.3333333333333333,rejection_sample_batch,0.6608657976958263
296,5,[3931344635  593783864],1.0,0.6666666666666666,sample_multivariate_normal,0.7486120848298969
297,5,[3931344635  593783864],1.0,0.6666666666666666,rejection_sample_batch,0.6522355916788456
298,5,[3931344635  593783864],1.0,1.0,sample_multivariate_normal,3.485769489157547
299,5,[3931344635  593783864],1.0,1.0,rejection_sample_batch,0.6084547363166946
300,5,[3931344635  593783864],4.0,0.3333333333333333,sample_multivariate_normal,3.4367958619735184
301,5,[3931344635  593783864],4.0,0.3333333333333333,rejection_sample_batch,0.6977529381555226
302,5,[3931344635  593783864],4.0,0.6666666666666666,sample_multivariate_normal,3.5114424662571317
303,5,[3931344635  593783864],4.0,0.6666666666666666,rejection_sample_batch,0.6770079239281424
304,5,[3931344635  593783864],4.0,1.0,sample_multivariate_normal,3.511441052575324
305,5,[3931344635  593783864],4.0,1.0,rejection_sample_batch,0.6745791694241536
